42200 [[68.3493, 9331.5], [13.1475, 10171.251790321734], [57.4995, 9394.230381234353], [60.7706, 9394.16816178306], [42.8169, 9566.762184800971], [13.1531, 10153.902739966745], [13.3653, 10074.949846338675], [23.7106, 9674.177390577413], [16.2876, 9814.005836687445], [16.8097, 9795.994114627776], [36.4394, 9590.51174422245], [41.6142, 9571.92718979591], [17.2383, 9787.539047412423], [18.0259, 9774.823894392443], [44.2454, 9561.14170064844], [19.5973, 9743.262050639183], [29.2244, 9628.125874791558], [35.3079, 9595.080259175476], [22.9757, 9680.62924215528], [13.2074, 10108.114844904565], [64.9252, 9353.583266861733], [13.2432, 10092.325370324914], [48.9266, 9520.827645248748], [30.4361, 9620.061293987335], [13.4545, 10034.096640093516], [56.5184, 9406.678539420527], [50.0782, 9512.849787610725], [25.4078, 9656.680215090508], [53.2768, 9460.459352726934], [19.6605, 9728.322196970696], [14.5145, 9908.050009950228], [51.8954, 9491.530893080113], [14.3528, 9920.122029108046], [54.7439, 9432.624290848908], [63.4936, 9365.324589243106], [40.7274, 9575.122578074563], [13.736, 9990.466339804847], [27.0621, 9643.005646113592], [20.1595, 9719.303790315365], [55.5792, 9421.185666158195], [47.8375, 9534.742911274825], [62.0424, 9380.19388331161], [15.0248, 9878.063964234501], [33.3821, 9604.432517741585], [13.5886, 10008.882189670629], [67.7906, 9334.800165854811], [39.9782, 9577.899494503017], [52.9429, 9480.301070119338], [24.6216, 9664.512038493349], [14.1859, 9934.746248177938], [56.731, 9403.876197962749], [54.2609, 9440.575327165458], [13.5541, 10017.340604574678], [52.7935, 9481.598124096561], [46.24, 9547.152122496322], [53.9391, 9447.665913675726], [18.0933, 9761.27512139775], [13.1752, 10128.6690282727], [13.7858, 9981.039489680577], [31.0191, 9616.572988552954], [28.6769, 9631.408765723607], [13.4227, 10053.843712517551], [13.8916, 9966.141323719703], [65.7952, 9347.287776024048], [34.4814, 9598.679568863634], [32.251, 9609.868240207743], [39.1922, 9580.451049901358], [18.5603, 9749.732851269035], [61.6439, 9384.056714627932], [32.1299, 9610.821522553535], [15.1803, 9863.810146411843], [46.9779, 9539.388262240473], [61.141, 9390.283700859374], [66.9653, 9339.74208678063], [53.4381, 9455.128340758587], [26.1931, 9649.950497714986], [15.5776, 9849.122345380454], [55.2752, 9424.34310490734], [62.9815, 9374.33037518424], [14.7059, 9893.192152467458], [38.1472, 9583.951204932242], [37.4115, 9586.694295428184], [13.1768, 10127.56483754365], [50.7079, 9503.014103170572], [51.1497, 9499.465810617356], [15.4592, 9860.979358903005], [22.2781, 9689.50427900761], [48.3422, 9529.99758820282], [27.7139, 9638.106626562723], [44.8343, 9558.836848049179], [16.0105, 9824.847659496327], [13.4367, 10050.400421336191], [20.7768, 9714.738754466009], [26.3703, 9648.484425986608], [13.9621, 9958.393618804328], [24.8047, 9662.362448495593], [66.8841, 9344.17411680403], [66.1463, 9347.040852081067], [50.2922, 9507.333431106363], [38.7237, 9582.655502413747]]
13900 [[12.9725, 10916.471716267266], [68.3493, 9331.500002863731], [13.1476, 10170.60525461411], [13.1454, 10641.7603222736], [57.4977, 9394.251014922536], [60.7889, 9394.142208305428], [13.1963, 10121.459603434558], [13.7965, 9977.755851212298], [35.1417, 9595.903970500189], [33.5618, 9602.954710540998], [13.7056, 10021.030187878792], [56.4513, 9407.57907614561], [13.0875, 10719.043108371672], [13.3203, 10066.379184285131], [13.1031, 10683.606112248062], [66.8024, 9346.797960243046], [25.7531, 9653.3617278796], [67.6929, 9337.312950673848], [14.8339, 9884.735642157808], [13.234, 10095.712009695178], [24.8713, 9661.399332663856], [54.2772, 9440.299245736584], [13.013, 10797.919428688172], [47.4499, 9535.092200070401], [12.9992, 10825.95216404312], [35.7877, 9594.328638239906], [62.8989, 9373.869117209266], [49.2222, 9518.442662873393], [46.2557, 9546.029269380406], [21.7835, 9695.26267445209], [39.4356, 9579.126342423344], [14.5503, 9905.357548741258], [65.9035, 9346.863711793107], [12.9834, 10897.794036194278], [23.489, 9675.22346589554], [42.4191, 9568.086503650762], [15.8536, 9835.895913525315], [21.2075, 9703.611695161677], [12.9845, 10865.73483068916], [36.7842, 9589.16462540013], [18.4821, 9754.049717730884], [55.829, 9416.332725714297], [29.1378, 9628.185093275282], [45.4118, 9556.51217965379], [53.6092, 9453.132044181422], [46.7473, 9541.626608773622], [13.0447, 10746.064041767193], [54.8227, 9431.365905975847], [27.3026, 9641.551642146558], [51.1565, 9503.328456028028], [43.8453, 9566.586176684628], [17.9479, 9771.909495039421], [15.166, 9864.344035973121], [41.4457, 9571.65340623397], [19.1051, 9738.091340949422], [13.1254, 10658.962846284805], [17.0164, 9793.97178093647], [29.9427, 9622.987274782969], [50.0151, 9514.736449523556], [28.6415, 9631.436938805216], [65.1659, 9351.784858726542], [38.8097, 9581.55552008641], [12.9939, 10851.600394707626], [52.8282, 9466.813269998156], [16.491, 9807.240635089624], [14.01, 9953.34383569159], [64.4992, 9361.285313980437], [48.1802, 9528.026483981517], [32.9709, 9605.935057330405], [51.7115, 9490.804346846244], [40.4773, 9576.23916022227], [17.1805, 9784.361479680329], [20.7362, 9714.463373704071], [61.9783, 9380.41140599331], [13.0275, 10771.761306606299], [16.2038, 9817.020156092485], [26.475, 9647.813220574277], [38.1909, 9583.741289798778], [52.4308, 9474.870192906114], [17.6404, 9774.201308589], [15.5072, 9846.6154121602], [19.7123, 9726.70039432171], [63.6552, 9363.898921290374], [30.338, 9620.596618316762], [62.2596, 9377.645482552494], [37.7667, 9586.35681797181], [40.6043, 9574.927426256028], [22.5047, 9687.640916174536], [13.4301, 10038.960404316947], [22.9135, 9681.827322198507], [37.1783, 9587.649767227236], [24.2331, 9668.730711588594], [30.9179, 9617.907015200812], [45.0296, 9556.56108460102], [26.7023, 9645.568863262537], [50.6578, 9504.978968950145], [14.1979, 9937.048629510018], [64.815, 9355.987178680089], [19.8545, 9725.56925057311], [50.4022, 9511.32068781242]]
10200 [[68.3493, 9331.500000009391], [12.9733, 10913.197247033246], [13.1471, 10642.886460615455], [13.1475, 10171.40410083266], [57.4905, 9394.342084288599], [60.7977, 9394.016599655779], [38.0145, 9584.419368708242], [13.3462, 10103.411956440641], [13.1131, 10689.622709250305], [46.3699, 9545.742077705465], [28.5041, 9633.740489856491], [17.2489, 9783.374127624767], [53.0323, 9463.375795496982], [27.3609, 9640.584366829067], [39.4621, 9578.990825061834], [40.089, 9576.684912306264], [50.6204, 9504.621701995475], [13.042, 10761.606221385413], [12.9823, 10873.349357188308], [14.3787, 9918.093494211053], [36.6919, 9589.485590166754], [47.5915, 9537.767913230344], [42.6472, 9567.523252309582], [13.3917, 10051.468228592725], [34.1157, 9603.078607233178], [14.8224, 9892.15692222424], [56.7471, 9403.668839186968], [66.7858, 9340.73951676643], [22.8611, 9682.249885236926], [32.6313, 9607.807907520933], [23.583, 9674.572885525213], [52.1136, 9481.570500331725], [44.7667, 9559.028671773125], [14.2344, 9935.930677212358], [29.9669, 9622.848167110955], [62.7128, 9373.36113667421], [53.5845, 9453.406092317044], [31.1815, 9616.30140010906], [48.487, 9525.080877000524], [61.9164, 9381.284550165687], [43.7065, 9563.43174019656], [13.9788, 9958.051259844959], [26.6617, 9649.188968219316], [13.013, 10802.342380572352], [24.2098, 9668.59181629645], [16.5762, 9808.193705151622], [41.5054, 9571.381650802357], [13.18, 10125.048963548581], [64.1227, 9359.932181157432], [18.7927, 9745.178466091662], [13.0651, 10720.455862741528], [18.2922, 9756.780933132668], [12.9935, 10842.39590165475], [29.4245, 9629.013439231305], [49.5293, 9515.11961473603], [45.6979, 9555.363927842429], [67.5882, 9336.494037035263], [13.6095, 10005.930665269801], [21.0537, 9706.212852404977], [13.0216, 10784.138525175633], [12.9991, 10830.585192752289], [13.7282, 9987.607929698785], [20.3473, 9716.824436003704], [12.9786, 10905.811611498737], [25.7598, 9660.147653048834], [49.5033, 9515.148860327914], [54.8322, 9431.216089975303], [31.5815, 9614.662373432338], [16.0943, 9825.843618696052], [17.6914, 9769.712545367182], [22.3375, 9691.384036520769], [15.3287, 9861.261629027073], [21.6151, 9697.357502910778], [56.1998, 9410.993310527918], [26.3159, 9658.082751579816], [13.8601, 9972.81518539362], [54.0811, 9443.64920135126], [41.5071, 9571.374579772228], [35.1333, 9595.816356154266], [15.652, 9840.549803045884], [65.9788, 9349.602727723452], [51.9656, 9484.780358792661], [51.4587, 9497.87043041644], [55.9485, 9417.594453677955], [43.2937, 9564.75581695608], [65.0552, 9352.606552298246], [54.3598, 9438.914467249038], [13.0671, 10717.435043745962], [66.1633, 9348.430299391726], [33.4742, 9603.350479195744], [20.6672, 9712.257006456824], [51.285, 9500.26550196298], [45.2812, 9557.014042725848], [17.9178, 9764.26538932583], [15.5303, 9845.598315754854], [15.0696, 9870.228825984444], [65.0553, 9352.6059158448], [19.7895, 9727.294790739272], [63.8203, 9362.542549764441], [14.9234, 9879.318978333356]]
100000 [[68.3493, 9331.5], [13.1475, 10170.987087898528], [57.498, 9394.247831486933], [60.7601, 9394.21250437122], [13.1802, 10125.97293149216], [32.0095, 9614.745316278182], [54.0015, 9445.021857583719], [44.8438, 9559.3676649443], [61.863, 9381.56425371938], [21.4506, 9702.900845786591], [46.2013, 9550.354868802544], [41.3524, 9572.836918436054], [22.7157, 9683.763490468291], [17.0183, 9791.905202806265], [22.2787, 9692.95749043518], [19.3001, 9734.55114320748], [43.1764, 9566.043895597053], [15.767, 9835.62289004725], [39.4136, 9579.878568381882], [27.0193, 9643.114912280476], [52.0319, 9483.33569230033], [16.07, 9821.831308456449], [14.2901, 9925.56699128239], [20.6644, 9713.13545179928], [32.9595, 9606.288306123519], [63.2381, 9368.527172370848], [29.0997, 9628.35552862593], [50.5082, 9505.018907832717], [37.1024, 9588.047131083295], [54.7504, 9434.785529646304], [13.2259, 10106.391052524783], [66.1382, 9345.92988513415], [52.6391, 9470.601779255327], [20.2119, 9719.284739996881], [13.1533, 10152.992491506131], [48.8809, 9521.339363499717], [13.4443, 10037.367406107865], [61.4493, 9386.344851985035], [44.0266, 9562.456490203473], [47.3634, 9539.152193380078], [40.0614, 9577.86522266009], [50.0497, 9509.679233365287], [14.4807, 9910.109304875145], [17.5639, 9781.294928154874], [38.0344, 9584.311957738557], [13.7315, 9989.701379573053], [26.3042, 9649.923269457826], [28.1429, 9634.847846624445], [23.6613, 9673.31638848798], [13.2987, 10080.677279598583], [14.9866, 9876.359338412563], [30.7305, 9618.285783611753], [14.1357, 9939.669586762227], [13.3159, 10069.69970606539], [53.2831, 9458.023234351593], [15.4643, 9849.965525102642], [64.3975, 9357.690261356165], [27.9913, 9638.55784797395], [65.0981, 9352.480120303897], [40.9195, 9574.677087270451], [47.9942, 9530.028349450953], [66.9347, 9340.867641174274], [24.4274, 9669.849378188623], [16.5978, 9804.979430369347], [33.5119, 9603.32339705126], [14.8058, 9887.562648014544], [54.9812, 9428.866801348326], [51.3488, 9496.44616875962], [49.4009, 9516.129911560567], [65.5015, 9349.351770321768], [17.9558, 9766.327150892817], [51.644, 9491.946302688239], [24.7179, 9663.137386842944], [13.649, 10000.63864159898], [34.3117, 9599.96293184524], [17.5809, 9772.64812201639], [16.4321, 9810.875989534174], [36.3281, 9591.654097061837], [56.1545, 9411.616223312743], [55.4311, 9421.99957576421], [35.2052, 9595.511761559725], [64.0785, 9362.403626095831], [18.4427, 9756.058402090493], [52.968, 9467.458924485865], [13.8151, 9975.97249132176], [13.3808, 10053.64291057112], [15.1394, 9865.9396058231], [56.8358, 9404.561326572399], [55.6396, 9418.926235227465], [29.8498, 9626.757718413797], [14.0472, 9948.531068563632], [47.8933, 9530.931971049116], [63.576, 9364.803757230253], [60.7859, 9393.921263610098], [29.9759, 9622.854314191789], [13.1527, 10154.798500662371], [14.678, 9895.534662562544], [37.9339, 9584.770224004606], [18.2207, 9760.183757049579], [14.5879, 9902.205619703956]]
11600 [[12.9725, 10916.599975968273], [68.3493, 9331.500000055068], [13.1476, 10169.53255918706], [13.1427, 10649.113261671011], [15.1115, 9867.5047695924], [14.2066, 9933.17972513468], [60.8092, 9394.438222815656], [57.4833, 9394.528147759393], [16.2197, 9818.300702119184], [53.0855, 9461.78563812507], [56.5387, 9406.444423613144], [19.7574, 9726.567337977966], [17.0424, 9788.888437800226], [54.0431, 9444.33956965617], [13.0102, 10802.318596140518], [12.9856, 10881.893991449597], [47.6467, 9540.913837040713], [18.7672, 9756.892405196557], [39.6753, 9578.24330346404], [18.939, 9741.362093883457], [21.7583, 9696.111731902845], [46.7115, 9547.31354798112], [12.9915, 10845.89919233838], [20.9584, 9720.861614474521], [29.351, 9626.867983080501], [52.2382, 9480.272138767885], [27.9803, 9637.647819387079], [55.5837, 9423.708025713084], [43.7605, 9563.734951911256], [30.8147, 9618.12801349632], [27.2323, 9641.52982610103], [13.1624, 10144.055345184877], [48.1945, 9528.244790305564], [44.5709, 9560.408252724987], [30.3457, 9620.524247725787], [28.7415, 9630.773764433065], [13.0346, 10760.668511534575], [63.6271, 9368.0580884193], [23.0038, 9683.030994935305], [36.367, 9591.05274300448], [31.8719, 9611.891137418881], [22.4552, 9689.73298030394], [50.693, 9505.003914719155], [66.0931, 9345.475178876553], [21.0122, 9706.044160106472], [35.6515, 9594.36692675377], [33.8607, 9601.615749118024], [17.8159, 9768.238518556038], [15.7529, 9842.988147736209], [12.9995, 10825.299340968693], [37.5508, 9586.208555398542], [13.0447, 10753.632107203746], [54.6525, 9434.097635618513], [45.9623, 9550.053281869048], [32.8414, 9606.587083906155], [13.7659, 9984.026854862088], [13.0663, 10718.96406090877], [26.5072, 9647.111989682322], [57.4683, 9394.612533318223], [38.57, 9582.292264694375], [37.1366, 9587.949231959952], [62.5728, 9374.03946303409], [49.4863, 9517.334670344886], [13.2717, 10086.419378307948], [13.5686, 10012.586154425895], [17.4019, 9779.232651143748], [13.2941, 10077.68353496061], [13.1135, 10677.31145836594], [41.656, 9571.575133630105], [67.1043, 9339.20472390793], [51.2619, 9497.43229116478], [42.9297, 9566.177268475469], [65.2652, 9352.556330552918], [66.7065, 9345.312883583478], [13.2495, 10113.830974133292], [12.9763, 10908.65556119081], [40.3918, 9575.50963453256], [13.1006, 10684.298175936165], [64.7186, 9356.428636474584], [13.6196, 10003.883070816046], [67.6278, 9335.689266569747], [26.1619, 9649.96110722226], [45.2354, 9554.944035377437], [38.4854, 9583.123564960235], [23.6309, 9674.185762590525], [34.9339, 9596.866061127625], [13.1891, 10119.233950795755], [13.3733, 10052.940070240145], [42.0639, 9569.657119181045], [61.8151, 9382.101487324426], [25.5925, 9654.78620750466], [13.0772, 10710.804776434928], [48.8176, 9523.006417996945], [24.522, 9665.183916369348], [14.0848, 9948.00015587806], [60.8709, 9393.62061024732], [24.9362, 9661.496615751244], [61.5584, 9385.053144119633], [13.9128, 9963.469544021766], [64.1514, 9359.987028682051]]
13100 [[12.9727, 10916.22066338524], [68.3493, 9331.500000031974], [13.1475, 10171.332710493862], [13.1458, 10642.412049896804], [57.4873, 9394.377784616107], [43.7419, 9562.976805822233], [60.7644, 9394.17526995455], [46.1808, 9546.64528902764], [13.1851, 10128.890249286424], [15.8594, 9832.751696191877], [33.6073, 9604.432413218894], [15.1874, 9863.223636104718], [13.0026, 10825.068375447605], [13.0469, 10743.375129410766], [62.7441, 9372.40460347327], [48.7053, 9523.00962786725], [22.5704, 9685.33053184205], [53.9156, 9446.723659414572], [14.9241, 9881.392673055905], [26.2412, 9649.607458043516], [13.022, 10783.402933694], [19.8653, 9730.651519051004], [47.689, 9533.73904971451], [42.6712, 9568.59153637563], [16.3669, 9816.67170655492], [32.2787, 9609.970307461097], [13.5243, 10019.57455390345], [56.7522, 9403.601079120348], [13.0884, 10693.790180847041], [53.2935, 9458.609935070017], [26.9951, 9643.283346785329], [12.9978, 10856.929085396221], [13.7127, 9989.712185850249], [20.8944, 9711.835463758836], [38.7036, 9581.839557775285], [23.6701, 9674.30943229985], [36.8723, 9588.778574865082], [50.433, 9507.066959855087], [13.1156, 10673.089406268315], [39.9077, 9577.664955269025], [37.8061, 9587.437227662722], [52.8238, 9469.967226492628], [52.522, 9484.899543561913], [20.4017, 9718.991192816826], [47.1408, 9538.26707585197], [17.2327, 9785.021313854317], [13.3895, 10055.507751455138], [27.6883, 9638.709864368062], [67.3336, 9337.572882734135], [19.009, 9739.997463972522], [51.8086, 9489.232684515173], [14.5384, 9905.952613872218], [14.3028, 9925.321116403253], [14.0795, 9945.474592415281], [13.2728, 10089.919090027852], [25.3344, 9657.001029200854], [35.6311, 9593.779373587704], [34.5166, 9598.510009049936], [65.6761, 9349.457460240248], [13.0398, 10764.996359200424], [36.2293, 9591.773036315739], [21.9749, 9692.663503798074], [18.2339, 9756.870157496285], [13.4284, 10038.888049844725], [49.4796, 9516.78360413863], [24.2367, 9667.312017225642], [61.7487, 9382.854175701868], [61.4325, 9386.533974275897], [66.4483, 9342.90329402983], [64.6523, 9356.094837777393], [13.9706, 9959.323870325576], [63.6727, 9366.856007550748], [41.9061, 9569.889977916124], [13.8085, 9976.499010655856], [51.1174, 9503.226351323561], [49.7693, 9513.867581073002], [40.2055, 9576.242649201762], [13.2817, 10081.051422634539], [46.4315, 9544.386544041465], [54.6749, 9435.89388066157], [56.1226, 9412.126923956135], [51.4507, 9499.094816899495], [28.2853, 9633.852984484007], [54.6918, 9433.53844471811], [24.8415, 9661.62073387821], [12.979, 10885.578052685489], [31.0085, 9616.615979439573], [16.7597, 9799.963942585924], [21.4896, 9699.351958138437], [55.3703, 9422.961407207573], [38.3677, 9583.15362297296], [55.9606, 9415.039943028485], [12.9743, 10908.721995121523], [64.5932, 9357.26157273211], [63.8603, 9364.046189899605], [17.7043, 9770.20917813642], [28.6524, 9633.101141086321], [41.0464, 9573.412806133], [12.9851, 10876.771229404621], [17.7337, 9769.418084632889]]
12400 [[12.9726, 10916.678426741046], [68.3493, 9331.500000340648], [13.1485, 10165.493274506198], [13.1454, 10644.183091197789], [60.7654, 9394.188278517351], [57.4905, 9394.338369485215], [40.7488, 9574.186193435644], [42.8835, 9566.457710495351], [37.9823, 9584.844360522286], [39.4216, 9579.625004686435], [52.0012, 9484.003297306746], [36.5652, 9590.362039838308], [51.1834, 9504.402152097004], [52.7677, 9468.419228339948], [61.58, 9384.797669084164], [13.0016, 10824.600572302825], [31.9919, 9611.1015833326], [13.0739, 10709.599341634092], [13.0493, 10742.86082582194], [67.6555, 9335.458137669693], [45.2861, 9556.60266051178], [12.985, 10865.831555869467], [34.4641, 9602.134039142851], [66.1949, 9344.627668361449], [53.4595, 9454.732896612342], [55.5342, 9420.47139940296], [14.3032, 9932.197363989522], [46.1676, 9549.983959077132], [13.0369, 10770.16616954407], [62.5265, 9374.569603829354], [56.1754, 9411.912415407025], [23.6851, 9676.974666882545], [13.1005, 10682.376500680137], [14.1217, 9954.691152656676], [44.4876, 9560.26241540393], [43.7134, 9563.772826986595], [50.1299, 9508.890895876773], [15.5483, 9845.90506684135], [20.4255, 9714.669464809744], [15.2708, 9867.951712883578], [17.1735, 9788.08841810064], [13.1702, 10132.21240435086], [19.7881, 9726.436151788263], [13.4849, 10027.012659471151], [48.3595, 9526.305233047042], [30.7844, 9618.085593975351], [47.5922, 9533.809801451222], [27.9705, 9637.197618208618], [25.4168, 9661.200308477913], [13.2546, 10089.435459709768], [63.9785, 9361.355277106137], [13.4119, 10044.65024502857], [33.6091, 9602.699796447625], [17.7565, 9768.681516351091], [62.9625, 9370.298196754293], [19.4367, 9732.646288695087], [13.1335, 10658.975257834096], [35.533, 9595.398137228469], [14.9323, 9884.618648142121], [14.718, 9909.166895469603], [13.8493, 9971.397635429681], [63.5691, 9364.65463875576], [16.013, 9824.788848396362], [35.3856, 9595.550852754895], [64.8188, 9357.810656816326], [18.2489, 9756.849055499722], [22.379, 9687.805141113371], [24.6758, 9664.264439342598], [28.4864, 9632.878770233507], [26.5429, 9647.805937237337], [14.4854, 9910.444919519909], [15.8983, 9835.15024540586], [13.6941, 10006.93541262066], [12.9824, 10882.062453092114], [32.651, 9607.56978642443], [21.6277, 9697.572163350133], [21.0692, 9707.091552554017], [13.7682, 9983.091709676179], [56.8073, 9402.885639563836], [13.2031, 10110.267615492108], [65.6065, 9350.035768603864], [27.2752, 9641.712189304295], [21.7958, 9694.968777006032], [22.8671, 9682.762551932457], [54.9078, 9430.633405958615], [64.9905, 9353.260804266158], [24.2726, 9669.721434749745], [18.5072, 9750.315890533542], [16.8384, 9801.022926818316], [29.8162, 9623.786166135076], [49.6887, 9513.305190957863], [13.0129, 10797.168231932486], [13.335, 10064.947378115632], [18.9842, 9743.05494539365], [46.6809, 9542.185871172953], [49.3751, 9516.444017800997], [16.607, 9817.518006435057], [56.9249, 9401.372589709219], [13.0178, 10796.29115892506], [53.9327, 9446.222171061674]]
6800 [[12.9727, 10915.401986933359], [68.3489, 9331.50227082722], [13.1477, 10169.356343663161], [13.144, 10643.7334846216], [57.4796, 9394.470697290895], [60.7528, 9394.460097148962], [49.4859, 9517.793898185535], [14.8111, 9891.343426053323], [14.2274, 9930.898088180757], [56.1917, 9411.1039090419], [63.186, 9368.119428527563], [13.0904, 10693.048512383284], [27.1702, 9642.119533425885], [52.3746, 9476.040031879093], [31.0746, 9616.852864120807], [15.3061, 9856.87011400595], [51.675, 9491.245509322769], [44.4945, 9560.09249888058], [18.4967, 9750.597515245587], [21.1071, 9706.737489999648], [50.6709, 9503.47732147578], [17.8486, 9766.429301275719], [36.511, 9590.225441040737], [13.1973, 10114.709012900908], [54.5176, 9436.302825189472], [42.1471, 9569.015159206869], [19.865, 9724.211321054572], [13.0267, 10773.491915560073], [35.75, 9594.054982354553], [14.4995, 9911.853512782574], [13.9025, 9964.623911823144], [52.9822, 9463.785722201517], [41.4739, 9571.785399723665], [38.3166, 9583.362879418324], [13.0528, 10743.823078991421], [17.286, 9798.173641187752], [48.5419, 9525.049905289574], [20.7701, 9721.066020541839], [65.4981, 9349.375861168486], [13.0794, 10720.133456042957], [62.4661, 9375.1206007008], [29.717, 9624.41160833311], [32.3986, 9609.081315282509], [47.267, 9536.872946502896], [16.4839, 9806.753059119264], [13.6144, 10006.389739397811], [13.4537, 10036.332581176357], [17.519, 9782.304795418637], [39.2587, 9579.736661159917], [61.8581, 9381.889447000603], [67.1574, 9340.012124489753], [21.9279, 9693.294557199404], [30.5435, 9620.806796239094], [45.2241, 9555.235096331146], [53.87, 9447.328895348272], [64.2578, 9358.818379013366], [13.257, 10088.957844250446], [40.4426, 9575.321269706295], [25.1477, 9658.749529999222], [64.4398, 9358.439929845948], [61.2677, 9388.550343194445], [66.6591, 9341.544343062142], [68.1075, 9335.749314360937], [53.5218, 9453.585854297593], [55.1758, 9426.734528456762], [16.2236, 9817.645853820508], [65.8593, 9346.845558332103], [50.9976, 9501.060953911157], [43.3645, 9564.545493750562], [28.1789, 9636.025578739429], [29.0282, 9628.918616096229], [13.1302, 10654.818303175041], [46.6593, 9542.3209051616], [12.9804, 10888.617261425516], [43.2508, 9565.02946829145], [19.2584, 9735.053960010446], [13.0172, 10799.948682456503], [12.9884, 10853.880643802027], [19.0828, 9740.53342714213], [15.9414, 9832.595498516035], [12.999, 10838.620115252888], [13.6831, 9993.827378633589], [45.7616, 9550.391867394963], [13.4087, 10049.490472380205], [25.9027, 9652.121922703256], [13.8154, 9975.232430416307], [12.9821, 10876.075664055768], [34.06, 9600.567894257356], [22.7631, 9684.943570778203], [37.6794, 9589.979424326575], [46.2058, 9546.413337195007], [23.9679, 9669.99062221599], [22.1684, 9690.222956958005], [26.3226, 9649.334921501957], [55.8139, 9416.412131493104], [34.8094, 9597.888165772225], [13.1584, 10144.317790353292], [47.9926, 9530.04319721706], [55.4591, 9421.587665341749], [15.5072, 9846.705747590937]]
19400 [[12.9726, 10916.012423683147], [68.3493, 9331.500000000004], [13.1481, 10167.467408391285], [13.1479, 10639.836605262613], [60.7608, 9394.303898054], [57.4929, 9394.30915827938], [14.1805, 9935.361526223354], [13.2848, 10083.052772683974], [13.0444, 10746.422749325664], [28.1914, 9636.446239953568], [13.923, 9981.858568374153], [36.6693, 9589.574351855601], [15.29, 9858.174609173006], [54.7894, 9433.216855319093], [37.9011, 9586.706861134116], [35.7738, 9593.174197340659], [25.7577, 9656.555923373722], [13.09, 10700.302284031937], [49.8816, 9514.78935753299], [45.4546, 9555.420170558788], [30.6425, 9619.16283081064], [51.2075, 9497.856261675986], [26.6121, 9647.570665832838], [23.7661, 9677.449536298001], [43.7698, 9563.760308680756], [53.9596, 9446.672277333442], [34.7311, 9597.542980470153], [67.177, 9338.722576577647], [44.4427, 9560.504027556484], [51.9097, 9486.006130591846], [27.5401, 9647.442554430207], [12.979, 10886.396213700906], [42.6502, 9567.227918185388], [21.7435, 9699.61600347882], [50.4766, 9505.42685728346], [18.8085, 9743.878996442369], [47.6677, 9533.071854336255], [46.1132, 9547.51376662704], [14.5399, 9904.882149284374], [13.1927, 10120.280997075075], [14.951, 9879.591382587369], [13.0055, 10815.3619127559], [65.3764, 9351.603684710646], [19.9958, 9726.413713891834], [40.4455, 9575.826524496466], [20.9753, 9708.227712504802], [55.7736, 9416.986046700582], [66.1853, 9345.01001336605], [29.393, 9629.910498782043], [61.8388, 9381.83468689256], [29.5419, 9627.889980292728], [12.9895, 10857.357208162168], [62.8651, 9374.378135423269], [24.8457, 9667.477753239455], [13.3928, 10046.828829967639], [46.7723, 9541.953423323752], [22.5904, 9699.477169695036], [13.1377, 10659.758550172504], [55.4269, 9423.14467966215], [61.5923, 9384.651577466619], [38.68, 9582.450215183619], [63.0022, 9369.872270034499], [48.675, 9523.235495045252], [39.7198, 9578.001859201217], [13.604, 10008.63431453148], [48.8929, 9521.74807174526], [33.4092, 9603.67355247777], [32.0118, 9611.390768218085], [13.4947, 10025.104411433213], [13.1649, 10139.392193993543], [52.3974, 9475.565734307878], [22.7387, 9683.395971550615], [15.744, 9835.54739118728], [13.6999, 9991.028738243172], [56.5313, 9406.506558093528], [13.0428, 10775.016913040923], [63.8932, 9361.848929022157], [23.2952, 9682.021568383441], [66.7022, 9341.663527935341], [13.0252, 10781.642741679581], [13.0144, 10808.531577978283], [39.1969, 9580.507548885935], [18.3204, 9756.427719261714], [16.9677, 9790.344204439147], [24.8919, 9661.14264519979], [16.2456, 9814.944670722303], [42.0528, 9569.664645424284], [63.9543, 9361.396385372487], [64.8071, 9356.497412272403], [53.4954, 9454.071398709673], [17.723, 9769.664026483237], [41.2558, 9573.072902828259], [16.036, 9823.231764927528], [12.9874, 10860.188669215562], [53.2773, 9458.132353008967], [56.9558, 9403.684251361066], [20.4228, 9714.755320242153], [52.9013, 9466.370598491061], [14.7366, 9892.173853103435], [16.5413, 9804.207561615516]]
